1	-0.500000000E+00  0.000000000E+00
2	 -0.424940220E+00  0.000000000E+00
3	 -0.361084525E+00  0.000000000E+00
4	 -0.306760495E+00  0.000000000E+00
5	 -0.260545350E+00  0.000000000E+00
6	 -0.221228685E+00  0.000000000E+00
7	 -0.187780773E+00  0.000000000E+00
8	 -0.159325591E+00  0.000000000E+00
9	 -0.135117881E+00  0.000000000E+00
10	 -0.114523627E+00  0.000000000E+00
11	 -0.970034541E-01  0.000000000E+00
12	 -0.820984965E-01  0.000000000E+00
13	 -0.694183845E-01  0.000000000E+00
14	 -0.586310179E-01  0.000000000E+00
15	 -0.494538689E-01  0.000000000E+00
16	 -0.416465822E-01  0.000000000E+00
17	 -0.350046801E-01  0.000000000E+00
18	 -0.293542069E-01  0.000000000E+00
19	 -0.245471732E-01  0.000000000E+00
20	 -0.204576798E-01  0.000000000E+00
21	 -0.169786203E-01  0.000000000E+00
22	 -0.140188760E-01  0.000000000E+00
23	 -0.115009292E-01  0.000000000E+00
24	 -0.935883336E-02  0.000000000E+00
25	 -0.753648567E-02  0.000000000E+00
26	 -0.598615770E-02  0.000000000E+00
27	 -0.466724536E-02  0.000000000E+00
28	 -0.354520552E-02  0.000000000E+00
29	 -0.259065126E-02  0.000000000E+00
30	 -0.177858220E-02  0.000000000E+00
31	 -0.108772973E-02  0.000000000E+00
32	 -0.500000000E-03  0.000000000E+00
33	  0.000000000E+00  0.000000000E+00
34	  0.500000000E-03  0.000000000E+00
35	  0.102031078E-02  0.000000000E+00
36	  0.156175741E-02  0.000000000E+00
37	  0.212519845E-02  0.000000000E+00
38	  0.271152735E-02  0.000000000E+00
39	  0.332167384E-02  0.000000000E+00
40	  0.395660545E-02  0.000000000E+00
41	  0.461732897E-02  0.000000000E+00
42	  0.530489212E-02  0.000000000E+00
43	  0.602038517E-02  0.000000000E+00
44	  0.676494267E-02  0.000000000E+00
45	  0.753974526E-02  0.000000000E+00
46	  0.834602154E-02  0.000000000E+00
47	  0.918505004E-02  0.000000000E+00
48	  0.100581612E-01  0.000000000E+00
49	  0.109667395E-01  0.000000000E+00
50	  0.119122257E-01  0.000000000E+00
51	  0.128961190E-01  0.000000000E+00
52	  0.139199796E-01  0.000000000E+00
53	  0.149854310E-01  0.000000000E+00
54	  0.160941627E-01  0.000000000E+00
55	  0.172479329E-01  0.000000000E+00
56	  0.184485710E-01  0.000000000E+00
57	  0.196979809E-01  0.000000000E+00
58	  0.209981438E-01  0.000000000E+00
59	  0.223511214E-01  0.000000000E+00
60	  0.237590590E-01  0.000000000E+00
61	  0.252241893E-01  0.000000000E+00
62	  0.267488354E-01  0.000000000E+00
63	  0.283354151E-01  0.000000000E+00
64	  0.299864442E-01  0.000000000E+00
65	  0.317045406E-01  0.000000000E+00
66	  0.334924288E-01  0.000000000E+00
67	  0.353529438E-01  0.000000000E+00
68	  0.372890359E-01  0.000000000E+00
69	  0.393037751E-01  0.000000000E+00
70	  0.414003561E-01  0.000000000E+00
71	  0.435821036E-01  0.000000000E+00
72	  0.458524770E-01  0.000000000E+00
73	  0.482150766E-01  0.000000000E+00
74	  0.506736487E-01  0.000000000E+00
75	  0.532320919E-01  0.000000000E+00
76	  0.558944630E-01  0.000000000E+00
77	  0.586649839E-01  0.000000000E+00
78	  0.615480476E-01  0.000000000E+00
79	  0.645482259E-01  0.000000000E+00
80	  0.676702762E-01  0.000000000E+00
81	  0.709191490E-01  0.000000000E+00
82	  0.742999962E-01  0.000000000E+00
83	  0.778181787E-01  0.000000000E+00
84	  0.814792752E-01  0.000000000E+00
85	  0.852890913E-01  0.000000000E+00
86	  0.892536681E-01  0.000000000E+00
87	  0.933792922E-01  0.000000000E+00
88	  0.976725056E-01  0.000000000E+00
89	  0.102140116E+00  0.000000000E+00
90	  0.106789208E+00  0.000000000E+00
91	  0.111627153E+00  0.000000000E+00
92	  0.116661623E+00  0.000000000E+00
93	  0.121900602E+00  0.000000000E+00
94	  0.127352396E+00  0.000000000E+00
95	  0.133025650E+00  0.000000000E+00
96	  0.138929360E+00  0.000000000E+00
97	  0.145072889E+00  0.000000000E+00
98	  0.151465978E+00  0.000000000E+00
99	  0.158118763E+00  0.000000000E+00
100	  0.165041796E+00  0.000000000E+00
101	  0.172246053E+00  0.000000000E+00
102	  0.179742958E+00  0.000000000E+00
103	  0.187544399E+00  0.000000000E+00
104	  0.195662747E+00  0.000000000E+00
105	  0.204110875E+00  0.000000000E+00
106	  0.212902179E+00  0.000000000E+00
107	  0.222050599E+00  0.000000000E+00
108	  0.231570643E+00  0.000000000E+00
109	  0.241477406E+00  0.000000000E+00
110	  0.251786598E+00  0.000000000E+00
111	  0.262514565E+00  0.000000000E+00
112	  0.273678318E+00  0.000000000E+00
113	  0.285295561E+00  0.000000000E+00
114	  0.297384715E+00  0.000000000E+00
115	  0.309964949E+00  0.000000000E+00
116	  0.323056211E+00  0.000000000E+00
117	  0.336679262E+00  0.000000000E+00
118	  0.350855702E+00  0.000000000E+00
119	  0.365608011E+00  0.000000000E+00
120	  0.380959583E+00  0.000000000E+00
121	  0.396934759E+00  0.000000000E+00
122	  0.413558872E+00  0.000000000E+00
123	  0.430858283E+00  0.000000000E+00
124	  0.448860422E+00  0.000000000E+00
125	  0.467593837E+00  0.000000000E+00
126	  0.487088233E+00  0.000000000E+00
127	  0.507374522E+00  0.000000000E+00
128	  0.528484871E+00  0.000000000E+00
129	  0.550452756E+00  0.000000000E+00
130	  0.573313011E+00  0.000000000E+00
131	  0.597101886E+00  0.000000000E+00
132	  0.621857102E+00  0.000000000E+00
133	  0.647617913E+00  0.000000000E+00
134	  0.674425170E+00  0.000000000E+00
135	  0.702321379E+00  0.000000000E+00
136	  0.731350776E+00  0.000000000E+00
137	  0.761559392E+00  0.000000000E+00
138	  0.792995130E+00  0.000000000E+00
139	  0.825707837E+00  0.000000000E+00
140	  0.859749386E+00  0.000000000E+00
141	  0.895173756E+00  0.000000000E+00
142	  0.932037119E+00  0.000000000E+00
143	  0.970397930E+00  0.000000000E+00
144	  0.101031702E+01  0.000000000E+00
145	  0.105185768E+01  0.000000000E+00
146	  0.109508579E+01  0.000000000E+00
147	  0.114006989E+01  0.000000000E+00
148	  0.118688132E+01  0.000000000E+00
149	  0.123559431E+01  0.000000000E+00
150	  0.128628609E+01  0.000000000E+00
151	  0.133903705E+01  0.000000000E+00
152	  0.139393083E+01  0.000000000E+00
153	  0.145105449E+01  0.000000000E+00
154	  0.151049860E+01  0.000000000E+00
155	  0.157235743E+01  0.000000000E+00
156	  0.163672905E+01  0.000000000E+00
157	  0.170371556E+01  0.000000000E+00
158	  0.177342316E+01  0.000000000E+00
159	  0.184596239E+01  0.000000000E+00
160	  0.192144828E+01  0.000000000E+00
161	  0.200000053E+01  0.000000000E+00
162	 -0.500000000E+00  0.500000000E-03
163	 -0.424940220E+00  0.500000000E-03
164	 -0.361084525E+00  0.500000000E-03
165	 -0.306760495E+00  0.500000000E-03
166	 -0.260545350E+00  0.500000000E-03
167	 -0.221228685E+00  0.500000000E-03
168	 -0.187780773E+00  0.500000000E-03
169	 -0.159325591E+00  0.500000000E-03
170	 -0.135117881E+00  0.500000000E-03
171	 -0.114523627E+00  0.500000000E-03
172	 -0.970034541E-01  0.500000000E-03
173	 -0.820984965E-01  0.500000000E-03
174	 -0.694183845E-01  0.500000000E-03
175	 -0.586310179E-01  0.500000000E-03
176	 -0.494538689E-01  0.500000000E-03
177	 -0.416465822E-01  0.500000000E-03
178	 -0.350046801E-01  0.500000000E-03
179	 -0.293542069E-01  0.500000000E-03
180	 -0.245471732E-01  0.500000000E-03
181	 -0.204576798E-01  0.500000000E-03
182	 -0.169786203E-01  0.500000000E-03
183	 -0.140188760E-01  0.500000000E-03
184	 -0.115009292E-01  0.500000000E-03
185	 -0.935883336E-02  0.500000000E-03
186	 -0.753648567E-02  0.500000000E-03
187	 -0.598615770E-02  0.500000000E-03
188	 -0.466724536E-02  0.500000000E-03
